station_id,month,variable_index,variable,station_bias,station_std,station_mae,station_log_count,station_month_bias,station_month_std,station_month_mae,station_month_log_count
butcher_ridge,1,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.30864015221595764,0.16361813247203827,0.31158074736595154,0.741587369490439
butcher_ridge,2,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.27055639028549194,0.21139994263648987,0.28892087936401367,0.7262686701596143
butcher_ridge,3,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.35346540808677673,0.29121464490890503,0.38556140661239624,0.738728888408784
butcher_ridge,4,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.3660794794559479,0.2972215712070465,0.4006647765636444,0.7335059447112737
butcher_ridge,5,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.34366247057914734,0.3181712031364441,0.39096254110336304,0.7210498190352034
butcher_ridge,6,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.3993774354457855,0.3262862265110016,0.43534889817237854,0.7232901745383297
butcher_ridge,7,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.35863885283470154,0.3094674050807953,0.3957541286945343,0.7261318337851357
butcher_ridge,8,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.2858354151248932,0.31408408284187317,0.352424293756485,0.7289857173740618
butcher_ridge,9,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.3216254711151123,0.32207009196281433,0.3715686798095703,0.7331164478343383
butcher_ridge,10,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.27725937962532043,0.2513977587223053,0.31128954887390137,0.7444060518276144
butcher_ridge,11,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.343947172164917,0.2072378545999527,0.35211819410324097,0.7520109390379196
butcher_ridge,12,0,T,0.3259521722793579,0.2705700993537903,0.35594800114631653,0.9412473700286098,0.2923632264137268,0.164962038397789,0.29799309372901917,0.7353653108546717
butcher_ridge,1,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,-0.2107776254415512,0.5809201598167419,0.49517005681991577,0.7668674168041586
butcher_ridge,2,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.15062235295772552,0.5616403222084045,0.46993008255958557,0.7516890718101806
butcher_ridge,3,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.598240315914154,0.4822178781032562,0.6644777059555054,0.7501532581165703
butcher_ridge,4,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.7326902151107788,0.4024505913257599,0.7526028156280518,0.7504401906840298
butcher_ridge,5,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.6986299157142639,0.4913429319858551,0.7607409954071045,0.7424475337664554
butcher_ridge,6,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.6678571701049805,0.475227415561676,0.73275226354599,0.74226718291379
butcher_ridge,7,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.715267539024353,0.46927812695503235,0.7705780267715454,0.7453683159421596
butcher_ridge,8,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.6254363059997559,0.5001554489135742,0.7015887498855591,0.7482112008402767
butcher_ridge,9,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.7469136118888855,0.48085838556289673,0.8007549047470093,0.7552403252090256
butcher_ridge,10,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,0.530762255191803,0.48111316561698914,0.602657675743103,0.7563531156210584
butcher_ridge,11,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,-0.15060120820999146,0.5610191226005554,0.4668584167957306,0.7553175482733572
butcher_ridge,12,1,RH,0.38238289952278137,0.6444909572601318,0.6376513838768005,0.9594429490783329,-0.22309207916259766,0.6069685816764832,0.5160412192344666,0.7606070664032382
butcher_ridge,1,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.13616357743740082,0.5438929200172424,0.4069366455078125,0.7540341254024968
butcher_ridge,2,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.2505137324333191,0.7214274406433105,0.5529594421386719,0.7334056035392066
butcher_ridge,3,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.24009649455547333,0.7621834874153137,0.5993021130561829,0.7295265450209055
butcher_ridge,4,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.056155454367399216,0.6720130443572998,0.5111407041549683,0.69559303008656
butcher_ridge,5,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.1558004766702652,0.7985710501670837,0.5847685933113098,0.674455189541765
butcher_ridge,6,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.14373405277729034,0.7228697538375854,0.5365738272666931,0.638929854609929
butcher_ridge,7,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.02628326788544655,0.684478223323822,0.49474021792411804,0.575729564942935
butcher_ridge,8,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.13873668015003204,0.7073177099227905,0.5125901699066162,0.6182317402292329
butcher_ridge,9,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.14285729825496674,0.7496353387832642,0.5503255128860474,0.6617153189253536
butcher_ridge,10,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.14923842251300812,0.6858848333358765,0.4972043037414551,0.7285611556108473
butcher_ridge,11,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.1426311582326889,0.6464692950248718,0.48290660977363586,0.7344656003725033
butcher_ridge,12,2,wspd,0.15585657954216003,0.6712637543678284,0.4978117346763611,0.9132587791359486,0.1276169717311859,0.5423344969749451,0.406124085187912,0.7479691820242089
butcher_ridge,1,3,P,-0.20394298434257507,0.023508325219154358,0.20394298434257507,0.9594429490783329,-0.1933588981628418,0.012521272525191307,0.1933588981628418,0.7668674168041586
butcher_ridge,2,3,P,-0.20394298434257507,0.023508325219154358,0.20394298434257507,0.9594429490783329,-0.19634895026683807,0.014514940790832043,0.19634895026683807,0.7516890718101806
butcher_ridge,3,3,P,-0.20394298434257507,0.023508325219154358,0.20394298434257507,0.9594429490783329,-0.19990864396095276,0.019148681312799454,0.19990864396095276,0.7501532581165703
butcher_ridge,4,3,P,-0.20394298434257507,0.023508325219154358,0.20394298434257507,0.9594429490783329,-0.20596854388713837,0.023678112775087357,0.20596854388713837,0.7504401906840298
butcher_ridge,5,3,P,-0.20394298434257507,0.023508325219154358,0.20394298434257507,0.9594429490783329,-0.20743562281131744,0.023761127144098282,0.20743562281131744,0.7424475337664554
butcher_ridge,6,3,P,-0.20394298434257507,0.023508325219154358,0.20394298434257507,0.9594429490783329,-0.20837955176830292,0.026327306404709816,0.20837955176830292,0.74226718291379
