station_id,station,global_mean,none,target_mean,target_month,target_state_linear,global_mean_gain_vs_none,global_mean_pct_gain_vs_none,target_mean_gain_vs_none,target_mean_pct_gain_vs_none,target_month_gain_vs_none,target_month_pct_gain_vs_none,target_state_linear_gain_vs_none,target_state_linear_pct_gain_vs_none,target_mean_gain_vs_global,target_month_gain_vs_global,target_state_linear_gain_vs_global
butcher_ridge,Butcher Ridge,0.31447848677635193,0.35934174060821533,0.2672498822212219,0.24025031924247742,0.21827389299869537,0.0448632538318634,12.484843468484533,0.09209185838699341,25.627932405269814,0.11909142136573792,33.1415496469088,0.14106784760951996,39.257295122673774,0.047228604555130005,0.07422816753387451,0.09620459377765656
mount_sidley,Mount Sidley,0.47413191199302673,0.4701167643070221,0.307817667722702,0.29262295365333557,0.28580325841903687,-0.004015147686004639,-0.8540745599496301,0.16229909658432007,34.523145930257954,0.17749381065368652,37.75526084787088,0.18431350588798523,39.205899444933316,0.1663142442703247,0.18150895833969116,0.18832865357398987
nico,Nico,0.36807897686958313,0.23554222285747528,0.16334693133831024,0.14925158023834229,0.14707282185554504,-0.13253675401210785,-56.26878799233579,0.07219529151916504,30.650679374308968,0.086290642619133,36.634893554242616,0.08846940100193024,37.55989050653664,0.2047320455312729,0.21882739663124084,0.22100615501403809
sabrina,Sabrina,0.21853744983673096,0.1902540624141693,0.18368743360042572,0.1814747154712677,0.17090098559856415,-0.028283387422561646,-14.866114848570623,0.006566628813743591,3.4515051770345466,0.008779346942901611,4.61453849210831,0.019353076815605164,10.172227898858168,0.03485001623630524,0.03706273436546326,0.04763646423816681
zhongshan,Zhongshan,0.32881930470466614,0.27507683634757996,0.26068803668022156,0.2578195631504059,0.255306214094162,-0.05374246835708618,-19.537256960880047,0.014388799667358398,5.23082926880004,0.017257273197174072,6.273619191754928,0.01977062225341797,7.187309013702747,0.06813126802444458,0.07099974155426025,0.07351309061050415
