run_name,config,checkpoint,train_pattern,test_pattern,rate,seed,mae_T,rmse_T,mae_RH,rmse_RH,mae_wspd,rmse_wspd,mae_P,rmse_P,mae_q,rmse_q,mae_mean,rmse_mean
ecbit_mcar_no_era5_medium_r20_s43,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r20_s43.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r20_s43/best.pt,mcar,medium,0.2,43,0.4570503532886505,0.6076322197914124,0.6938055157661438,0.9073439836502075,0.8105741739273071,1.0584125518798828,0.32440558075904846,0.41592246294021606,0.5745542645454407,0.7047142386436462,0.5720780491828918,0.7388050556182861
ecbit_mcar_no_era5_medium_r20_s44,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r20_s44.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r20_s44/best.pt,mcar,medium,0.2,44,0.4788667559623718,0.6352096796035767,0.7018454074859619,0.9210654497146606,0.807742714881897,1.0520851612091064,0.3125777244567871,0.4126001000404358,0.5823829174041748,0.7142024040222168,0.5766831636428833,0.7470325231552124
ecbit_mcar_no_era5_medium_r40_s42,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r40_s42.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r40_s42/best.pt,mcar,medium,0.4,42,0.4384055733680725,0.5861223340034485,0.6581798195838928,0.8639931082725525,0.7808024883270264,1.047853708267212,0.2749776542186737,0.3531278073787689,0.5196556448936462,0.6721363663673401,0.5344042181968689,0.704646646976471
ecbit_mcar_no_era5_medium_r40_s43,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r40_s43.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r40_s43/best.pt,mcar,medium,0.4,43,0.43059971928596497,0.5770296454429626,0.6301999092102051,0.8262919187545776,0.7635170221328735,1.0345927476882935,0.27523428201675415,0.3512060046195984,0.5092769861221313,0.6656625866889954,0.5217655897140503,0.6909565329551697
ecbit_mcar_no_era5_medium_r40_s44,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r40_s44.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r40_s44/best.pt,mcar,medium,0.4,44,0.4561775028705597,0.6129108667373657,0.6447931528091431,0.8443021178245544,0.7686129212379456,1.030982255935669,0.2672569453716278,0.3502606451511383,0.5287368297576904,0.6831315755844116,0.5331155061721802,0.7043175101280212
ecbit_mcar_no_era5_medium_r60_s42,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r60_s42.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r60_s42/best.pt,mcar,medium,0.6,42,0.45996934175491333,0.6210907101631165,0.6447440385818481,0.8369503617286682,0.7523189783096313,1.0218948125839233,0.2919307351112366,0.3743979036808014,0.5107550024986267,0.6827114224433899,0.5319436192512512,0.7074090242385864
ecbit_mcar_no_era5_medium_r60_s43,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r60_s43.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r60_s43/best.pt,mcar,medium,0.6,43,0.4630732238292694,0.6314831972122192,0.6359213590621948,0.8252414464950562,0.7457849383354187,1.024334192276001,0.2725328207015991,0.34889665246009827,0.503695011138916,0.6810352802276611,0.524201512336731,0.7021981477737427
ecbit_mcar_no_era5_medium_r60_s44,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r60_s44.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_medium_r60_s44/best.pt,mcar,medium,0.6,44,0.47283661365509033,0.6425822377204895,0.6486570239067078,0.846069872379303,0.7473848462104797,1.0254217386245728,0.2835852801799774,0.36554402112960815,0.5145777463912964,0.693279504776001,0.5334082841873169,0.7145794630050659
ecbit_mcar_no_era5_short_r20_s42,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r20_s42.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r20_s42/best.pt,mcar,short,0.2,42,0.35060015320777893,0.4762796461582184,0.5596080422401428,0.7361443638801575,0.6458700895309448,0.8909263610839844,0.24880826473236084,0.33208468556404114,0.44337135553359985,0.5592654943466187,0.4496515691280365,0.5989400744438171
ecbit_mcar_no_era5_short_r20_s43,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r20_s43.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r20_s43/best.pt,mcar,short,0.2,43,0.34800970554351807,0.47209593653678894,0.5583006739616394,0.7318094968795776,0.6483460664749146,0.9044219255447388,0.24676409363746643,0.320919394493103,0.4426368474960327,0.5602357387542725,0.44881147146224976,0.5978964567184448
ecbit_mcar_no_era5_short_r20_s44,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r20_s44.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r20_s44/best.pt,mcar,short,0.2,44,0.3599158823490143,0.4848155975341797,0.558692455291748,0.7360861897468567,0.6426805853843689,0.888517439365387,0.24618874490261078,0.3220686912536621,0.4532664120197296,0.5707376599311829,0.45214882493019104,0.6004450917243958
ecbit_mcar_no_era5_short_r40_s42,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r40_s42.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r40_s42/best.pt,mcar,short,0.4,42,0.3149196207523346,0.42853114008903503,0.5245140790939331,0.6896297335624695,0.6269607543945312,0.8897949457168579,0.1915840357542038,0.25096216797828674,0.3881534934043884,0.5187124609947205,0.4092264175415039,0.555526077747345
ecbit_mcar_no_era5_short_r40_s43,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r40_s43.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r40_s43/best.pt,mcar,short,0.4,43,0.3122446835041046,0.4267147183418274,0.5209043622016907,0.6857316493988037,0.6217369437217712,0.8905227184295654,0.19069747626781464,0.2498357743024826,0.3873538672924042,0.5191783905029297,0.4065874516963959,0.5543966293334961
ecbit_mcar_no_era5_short_r40_s44,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r40_s44.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r40_s44/best.pt,mcar,short,0.4,44,0.33156266808509827,0.45212095975875854,0.5259544253349304,0.6956397294998169,0.6334391236305237,0.8944770097732544,0.19598905742168427,0.2584536671638489,0.4054361581802368,0.5367593765258789,0.41847628355026245,0.5674901604652405
ecbit_mcar_no_era5_short_r60_s42,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r60_s42.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r60_s42/best.pt,mcar,short,0.6,42,0.3237566351890564,0.4413379430770874,0.5294936299324036,0.6947563886642456,0.618825376033783,0.8892982602119446,0.18483419716358185,0.24633687734603882,0.3858875334262848,0.5305813550949097,0.40855950117111206,0.5604621767997742
ecbit_mcar_no_era5_short_r60_s43,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r60_s43.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r60_s43/best.pt,mcar,short,0.6,43,0.3166927993297577,0.43253910541534424,0.5248964428901672,0.6907734870910645,0.6228930950164795,0.8957375288009644,0.1754617840051651,0.23195458948612213,0.3849227726459503,0.5270321369171143,0.4049733579158783,0.5556073784828186
ecbit_mcar_no_era5_short_r60_s44,experiments/configs/followup_mcar_noera5/ecbit_mcar_no_era5_short_r60_s44.yaml,experiments/results/metrics/followup_mcar_noera5/ecbit_mcar_no_era5_short_r60_s44/best.pt,mcar,short,0.6,44,0.32186684012413025,0.4410112798213959,0.529506504535675,0.6965920925140381,0.6259157061576843,0.8959157466888428,0.17802812159061432,0.23652710020542145,0.38853374123573303,0.5334426164627075,0.4087701737880707,0.5606977939605713
