station,station_id,split,eligible,selection_score,lat,lon,elev_m,institution,start,end,record_years,expected_steps,observed_steps,temporal_coverage,temperature_completeness,pressure_completeness,wind_speed_completeness,relative_humidity_completeness,core_mean_completeness,core_min_completeness,file,read_error
aws12,aws12,excluded,False,88.73528644098697,-78.65,35.63,3620.0,IMAU,2007-01-01T00:00:00,2016-12-31T21:00:00,10.001368925393566,29224,29224,1.0,0.4390227210511908,0.0,0.7368943334245825,0.7343621680810293,0.47756980563920065,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/aws12_3h.csv,
Swithinbank,swithinbank,excluded,False,88.61109424016125,-81.2,-126.18,959.0,AMRC,1997-01-01T00:00:00,2011-01-31T21:00:00,14.08350444900753,41152,41152,1.0,0.4317165629860031,0.34496500777604977,0.463744167962675,0.34562111197511663,0.39651171267496116,0.34496500777604977,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Swithinbank_3h.csv,
Sky Blu,sky_blu,excluded,False,88.59418754399827,-74.79,-71.49,1510.0,AMRC,1999-02-01T00:00:00,2012-11-30T21:00:00,13.831622176591376,40416,40416,1.0,0.43544635787806807,0.4916617181314331,0.40649742676167855,0.26818586698337293,0.4004478424386382,0.26818586698337293,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Sky Blu_3h.csv,
Mt.Erebus,mt_erebus,excluded,False,88.12431722594474,-77.53,167.13,3700.0,AMRC,1990-01-01T00:00:00,1990-10-31T21:00:00,0.8323066392881588,2432,2432,1.0,0.5160361842105263,0.9280427631578947,0.16858552631578946,0.9296875,0.6355879934210527,0.16858552631578946,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mt. Erebus_3h.csv,
D-17,d_17,excluded,False,88.022676587615,-66.73,139.7,438.0,AMRC,1980-01-01T00:00:00,1980-06-30T21:00:00,0.49828884325804246,1456,1456,1.0,0.790521978021978,0.8173076923076923,0.6826923076923077,0.0,0.5726304945054945,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/D-17_3h.csv,
Mount Paterson,mount_paterson,excluded,False,87.95904870065326,-78.03,-155.023,538.0,POLENET,2008-12-26T00:00:00,2017-12-02T21:00:00,8.936344969199178,26112,26112,1.0,0.4816942401960784,0.5365732230392157,0.3668428308823529,0.5366498161764706,0.48044002757352944,0.3668428308823529,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mount Paterson_3h.csv,
LGB00,lgb00,excluded,False,87.25563163639973,-68.66,61.11,1830.0,AAD,1982-01-05T00:00:00,2009-08-07T21:00:00,27.589322381930184,80616,80616,1.0,0.35330455492706164,0.4629105884687903,0.3207055671330753,0.0,0.2842301776322318,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/LGB00_3h.csv,
AGO-5,ago_5,excluded,False,87.16855069231718,-77.24,123.52,3519.0,AMRC,2020-01-01T00:00:00,2020-08-31T21:00:00,0.6680355920602327,1952,1952,1.0,0.6823770491803278,0.8417008196721312,0.826844262295082,0.0,0.5877305327868853,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/AGO-5_3h.csv,
D-85,d_85,excluded,False,86.84712860809161,-70.43,134.15,2651.0,AMRC,2008-12-01T00:00:00,2021-12-31T21:00:00,13.084188911704311,38232,38232,1.0,0.4084536513915045,0.6039181837204436,0.571798493408663,0.03452605147520402,0.40467409499895374,0.03452605147520402,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/D-85_3h.csv,
Sandra,sandra,excluded,False,86.32750012222547,-74.49,160.49,1525.0,AMRC,1988-01-01T00:00:00,1995-08-31T21:00:00,7.665982203969883,22400,22400,1.0,0.5867857142857142,0.6867410714285714,0.5795089285714285,0.0,0.46325892857142853,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Sandra_3h.csv,
Sutton,sutton,excluded,False,85.98124528335002,-67.08,141.37,871.0,AMRC,1994-12-01T00:00:00,2000-12-31T21:00:00,6.0862422997946615,17784,17784,1.0,0.568544759334233,0.5976158344579398,0.20737741790373368,0.6102676563202879,0.49595141700404866,0.20737741790373368,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Sutton_3h.csv,
GC41,gc41,excluded,False,84.53947368421052,-71.6,111.26,2791.0,AAD,1984-10-29T00:00:00,2005-12-30T21:00:00,21.17180013689254,61864,61864,1.0,0.1947336092072934,0.6528190870296133,0.3392926419242209,0.0,0.2967113345402819,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/GC41_3h.csv,
AGO Site,ago_site,excluded,False,84.26180077828371,-77.52,-23.74,1545.0,AMRC,1991-01-01T00:00:00,1992-12-31T21:00:00,2.001368925393566,5848,5848,1.0,0.7417920656634747,0.9596443228454172,0.36713406292749656,0.0,0.5171426128590971,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/AGO Site_3h.csv,
White Island,white_island,excluded,False,84.16708669354838,-78.08,167.45,686.0,AMRC,1998-12-01T00:00:00,2021-12-31T21:00:00,23.085557837097877,67456,67456,1.0,0.3008776091081594,0.31048387096774194,0.1530034392789374,0.3014409392789374,0.26645146465844405,0.1530034392789374,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/White Island_3h.csv,
aws10,aws10,excluded,False,83.95274398761357,-79.57,-45.78,890.0,IMAU,1995-01-01T00:00:00,2005-12-31T21:00:00,11.000684462696784,32144,32144,1.0,0.5104218516674963,0.5886324041811847,0.32360627177700346,0.1449726231956197,0.39190828770532604,0.1449726231956197,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/aws10_3h.csv,
Mount Howe,mount_howe,excluded,False,83.54994158878505,-87.32,-149.55,2400.0,AMRC,1992-01-01T00:00:00,2020-02-14T21:00:00,28.123203285420946,82176,82176,1.0,0.32462032710280375,0.2940882982866044,0.10456824376947041,0.2941004672897196,0.2543443341121495,0.10456824376947041,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mount Howe_3h.csv,
Mount Siple,mount_siple,excluded,False,82.05055529847293,-73.2,-127.05,230.0,AMRC,1992-02-01T00:00:00,2021-08-31T21:00:00,29.582477754962355,86440,86440,1.0,0.4463789912077742,0.3892642295233688,0.0,0.0,0.20891080518278576,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mount Siple_3h.csv,
LGB10,lgb10,excluded,False,81.86385865616087,-71.29,59.21,2620.0,AAD,1990-01-01T00:00:00,2006-05-08T21:00:00,16.35044490075291,47776,47776,1.0,0.35536671131949094,0.5652001004688546,0.2905852310783657,0.0,0.3027880107166778,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/LGB10_3h.csv,
A028,a028,excluded,False,81.65289952798382,-68.41,112.22,1622.0,AAD,1985-04-12T00:00:00,2005-07-30T21:00:00,20.301163586584533,59320,59320,1.0,0.22071813890761968,0.35136547538772755,0.2748988536749831,0.19841537424140257,0.26134946055293323,0.19841537424140257,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/A028_3h.csv,
Port Martin,port_martin,excluded,False,81.56334013740914,-66.82,141.39,39.0,AMRC,1990-01-01T00:00:00,2017-06-30T21:00:00,27.496235455167692,80344,80344,1.0,0.31157273722991136,0.26339241262570945,0.06736035049288061,0.3086353679179528,0.23774021706661352,0.06736035049288061,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Port Martin_3h.csv,
LGB46,lgb46,excluded,False,80.57960854193685,-75.85,71.5,2352.0,AAD,1994-01-07T00:00:00,1997-05-06T21:00:00,3.3292265571526354,9728,9728,1.0,0.6486430921052632,0.7669613486842105,0.4925986842105263,0.0,0.47705078125,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/LGB46_3h.csv,
Eder,eder,excluded,False,79.45743263199347,-66.96,143.94,52.0,AAD,1999-08-09T00:00:00,2000-10-19T21:00:00,1.1991786447638604,3504,3504,1.0,0.5921803652968036,0.5870433789954338,0.4046803652968037,0.5062785388127854,0.5225456621004566,0.4046803652968037,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Eder_3h.csv,
Meeley,meeley,excluded,False,79.32629381694659,-78.52,170.18,49.0,AMRC,1980-12-01T00:00:00,1985-12-31T21:00:00,5.084188911704312,14856,14856,1.0,0.5726978998384491,0.7215939687668282,0.49932687129779213,0.0,0.44840468497576735,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Meeley_3h.csv,
Latady,latady,excluded,False,79.32302361396304,-72.69,-78.03,200.0,BAS,2005-01-07T00:00:00,2006-01-31T21:00:00,1.0677618069815196,3120,3120,1.0,0.3211538461538462,0.9935897435897436,0.7009615384615384,0.3506410256410256,0.5915865384615384,0.3211538461538462,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Latady_3h.csv,
MtBrown,mtbrown,excluded,False,78.81056116495726,-69.13,86.0,2064.0,AAD,1998-12-23T00:00:00,2011-10-09T21:00:00,12.796714579055442,37392,37392,1.0,0.28495400085579803,0.6693677792041078,0.4075470688917415,0.08186243046640992,0.36093281985451436,0.08186243046640992,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/MtBrown_3h.csv,
E-66,e_66,excluded,False,78.7502707337153,-68.91,134.62,2485.0,AMRC,2008-01-01T00:00:00,2011-11-30T21:00:00,3.915126625598905,11440,11440,1.0,0.4895979020979021,0.631993006993007,0.604458041958042,0.22115384615384615,0.48680069930069936,0.22115384615384615,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/E-66_3h.csv,
LawDome,lawdome,excluded,False,78.67541265350533,-66.73,112.74,1376.0,AAD,1986-04-17T00:00:00,1998-07-02T21:00:00,12.210814510609172,35680,35680,1.0,0.5632567264573991,0.37620515695067264,0.25737107623318384,0.010061659192825112,0.30172365470852014,0.010061659192825112,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/LawDome_3h.csv,
Rumdoodle,rumdoodle,excluded,False,77.32179964447333,-67.72,62.81,430.0,AAD,2000-02-01T00:00:00,2001-12-26T21:00:00,1.9028062970568105,5560,5560,1.0,0.6226618705035971,0.6473021582733813,0.0,0.6480215827338129,0.47949640287769785,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Rumdoodle_3h.csv,
J.C.,j_c,excluded,False,76.83039820526245,-85.07,-135.52,549.0,AMRC,1994-11-01T00:00:00,1997-07-31T21:00:00,2.74880219028063,8032,8032,1.0,0.5195468127490039,0.5596364541832669,0.2961902390438247,0.5583914342629482,0.483441235059761,0.2961902390438247,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/J.C._3h.csv,
Cape Denison,cape_denison,excluded,False,76.63709573921972,-67.01,142.66,31.0,AMRC,1990-01-01T00:00:00,2021-12-31T21:00:00,32.0,93504,93504,1.0,0.2701916495550992,0.2824157255304586,0.05602968856947296,0.18665511635865845,0.1988230450034223,0.05602968856947296,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Cape Denison_3h.csv,
Cape Webb,cape_webb,excluded,False,76.26473491451719,-67.94,146.81,37.0,AMRC,1995-01-01T00:00:00,1997-03-31T21:00:00,2.2477754962354553,6568,6568,1.0,0.5650121802679658,0.607795371498173,0.10535931790499391,0.6275883069427527,0.47643879415347135,0.10535931790499391,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Cape Webb_3h.csv,
Mount Carbone,mount_carbone,excluded,False,76.10869823000348,-76.32,-144.3,965.0,POLENET,2010-01-06T00:00:00,2014-09-11T21:00:00,4.681724845995893,13680,13680,1.0,0.43494152046783624,0.5916666666666667,0.3259502923976608,0.48230994152046786,0.45871710526315795,0.3259502923976608,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mount Carbone_3h.csv,
D-80,d_80,excluded,False,75.55199328012941,-70.04,134.88,2500.0,AMRC,1983-01-01T00:00:00,1996-03-31T21:00:00,13.248459958932239,38712,38712,1.0,0.34498346765860716,0.44459082455052695,0.42764517462285595,0.0,0.3043048667079975,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/D-80_3h.csv,
Young Island,young_island,excluded,False,75.18072950419685,-66.23,162.28,30.0,AMRC,1991-01-01T00:00:00,1997-12-31T21:00:00,7.000684462696783,20456,20456,1.0,0.6695834962847086,0.7080074305827141,0.0,0.0,0.34439773171685567,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Young Island_3h.csv,
D-57,d_57,excluded,False,75.17783509457271,-68.2,137.54,2105.0,AMRC,1981-01-01T00:00:00,2000-01-31T21:00:00,19.082819986310746,55760,55760,1.0,0.2371054519368723,0.2817431850789096,0.2578909612625538,0.06664275466284074,0.2108455882352941,0.06664275466284074,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/D-57_3h.csv,
aws13,aws13,excluded,False,74.97129807788386,-82.12,55.03,3730.0,IMAU,2008-01-01T00:00:00,2016-12-31T21:00:00,9.00205338809035,26304,26304,1.0,0.6698220802919708,0.0,0.0201110097323601,0.5189324817518248,0.3022163929440389,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/aws13_3h.csv,
B9Berg,b9berg,excluded,False,74.80792318114722,-67.24,148.46,35.0,AAD,2002-11-05T00:00:00,2005-07-08T21:00:00,2.674880219028063,7816,7816,1.0,0.584186284544524,0.6884595701125895,0.5214943705220061,0.0,0.4485350562947799,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/B9Berg_3h.csv,
AGO-A81,ago_a81,excluded,False,74.39589134857904,-81.5,3.74,2410.0,AMRC,1993-01-01T00:00:00,1993-12-31T21:00:00,0.999315537303217,2920,2920,1.0,0.5989726027397261,0.6523972602739726,0.6455479452054794,0.0,0.4742294520547945,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/AGO-A81_3h.csv,
Ranvik,ranvik,excluded,False,73.92386788434017,-68.86,78.04,339.0,AAD,2000-02-04T00:00:00,2002-01-18T21:00:00,1.9575633127994525,5720,5720,1.0,0.5910839160839161,0.6096153846153847,0.0,0.6085664335664336,0.4523164335664336,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Ranvik_3h.csv,
Nancy,nancy,excluded,False,73.36518672101383,-77.91,168.17,25.0,AMRC,1983-01-01T00:00:00,1983-11-30T21:00:00,0.9144421629021219,2672,2672,1.0,0.4356287425149701,0.9210329341317365,0.6691616766467066,0.0,0.5064558383233533,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Nancy_3h.csv,
LGB20,lgb20,excluded,False,72.73116458659334,-73.83,55.67,2741.0,AAD,1991-01-18T00:00:00,2004-09-01T21:00:00,13.623545516769337,39808,39808,1.0,0.4533510852090032,0.03572146302250804,0.476939308681672,0.0,0.2415029642282958,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/LGB20_3h.csv,
Halley Bay,halley_bay,excluded,False,72.6762724783772,-75.5,-26.65,52.0,AMRC,1990-03-01T00:00:00,1990-11-30T21:00:00,0.7529089664613279,2200,2200,1.0,0.6768181818181818,0.7713636363636364,0.32181818181818184,0.0,0.4425,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Halley Bay_3h.csv,
Scott Island,scott_island,excluded,False,71.34368304078718,-67.37,-179.97,30.0,AMRC,1988-01-01T00:00:00,1999-03-31T21:00:00,11.247091033538672,32864,32864,1.0,0.4967745861733204,0.5422955209347614,0.018135345666991237,0.0,0.26430136319376824,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Scott Island_3h.csv,
Apfel,apfel,excluded,False,70.42688395301653,-66.34,100.81,150.0,AAD,2000-01-05T00:00:00,2001-07-17T21:00:00,1.5331964407939767,4480,4480,1.0,0.5964285714285714,0.6332589285714286,0.0,0.46830357142857143,0.4244977678571429,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Apfel_3h.csv,
Alexander (TT!),alexander_tt,excluded,False,69.376742606856,-79.0,170.76,55.0,AMRC,2011-02-01T00:00:00,2013-02-28T21:00:00,2.078028747433265,6072,6072,1.0,0.411231884057971,0.4795783926218709,0.4272068511198946,0.4795783926218709,0.44939888010540185,0.411231884057971,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Alexander (TT!)_3h.csv,
