station,station_id,split,eligible,selection_score,lat,lon,elev_m,institution,start,end,record_years,expected_steps,observed_steps,temporal_coverage,temperature_completeness,pressure_completeness,wind_speed_completeness,relative_humidity_completeness,core_mean_completeness,core_min_completeness,file,read_error
Fallone Nunataks,fallone_nunataks,excluded,False,133.55537863658708,-85.31,-143.63,291.0,POLENET,2009-12-22T00:00:00,2019-07-21T21:00:00,9.579739904175222,27992,27992,1.0,0.8265218633895399,0.9114032580737353,0.6999142612174907,0.9114747070591598,0.8373285224349813,0.6999142612174907,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Fallone Nunataks_3h.csv,
Panda1100,panda1100,excluded,False,133.1802415672704,-79.01,76.99,3736.0,CHINARE,2017-01-01T00:00:00,2021-07-10T21:00:00,4.522929500342231,13216,13216,1.0,0.8622124697336562,0.9984110169491526,0.8434473365617433,0.99909200968523,0.9257907082324455,0.8434473365617433,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Panda1100_3h.csv,
Tombstone Hill,tombstone_hill,excluded,False,133.11507207667893,-72.45,169.72,620.0,POLENET,2014-12-07T00:00:00,2021-12-31T21:00:00,7.069130732375085,20656,20656,1.0,0.8784856700232379,0.9911890007745934,0.619577846630519,0.9913342370255616,0.870146688613478,0.619577846630519,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Tombstone Hill_3h.csv,
Willie Field,willie_field,excluded,False,132.43948485125023,-77.87,166.92,9.0,AMRC,1992-01-01T00:00:00,2021-12-31T21:00:00,30.001368925393567,87664,87664,1.0,0.5768502463953276,0.73773726957474,0.6124520897974083,0.7936895418872056,0.6801822869136704,0.5768502463953276,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Willie Field_3h.csv,
Deverall Island,deverall_island,excluded,False,132.42340510446195,-81.48,161.98,95.0,POLENET,2009-01-29T00:00:00,2018-02-11T21:00:00,9.037645448323067,26408,26408,1.0,0.7355725537715844,0.9592169039684943,0.784345652832475,0.9592169039684943,0.8595880036352621,0.7355725537715844,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Deverall Island_3h.csv,
Relay Station,relay_station,excluded,False,132.1146119418167,-74.02,43.06,3353.0,AMRC,1995-02-01T00:00:00,2021-12-31T21:00:00,26.915811088295687,78648,78648,1.0,0.6078730546231309,0.8371859424270166,0.7889456820262435,0.4427067439731462,0.6691778557623843,0.4427067439731462,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Relay Station_3h.csv,
Steward Hills,steward_hills,excluded,False,131.6062227173453,-84.19,-86.25,1582.0,POLENET,2014-01-08T00:00:00,2019-12-16T21:00:00,5.938398357289528,17352,17352,1.0,0.9542415859843246,0.9669778699861687,0.5466804979253111,0.967035500230521,0.8587338635315814,0.5466804979253111,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Steward Hills_3h.csv,
Kathie,kathie,excluded,False,130.92295910991123,-78.0,-97.27,1607.0,AMRC,2016-01-01T00:00:00,2021-12-31T21:00:00,6.0013689253935665,17536,17536,1.0,0.8269274635036497,0.9916742700729927,0.7196053832116789,0.9916742700729927,0.8824703467153284,0.7196053832116789,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Kathie_3h.csv,
Emma,emma,excluded,False,130.5599777298372,-84.0,-175.05,76.0,AMRC,2014-12-01T00:00:00,2021-12-31T21:00:00,7.085557837097878,20704,20704,1.0,0.8173299845440495,0.9969088098918083,0.8554868624420402,0.7684988408037094,0.8595561244204019,0.7684988408037094,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Emma_3h.csv,
Panda400,panda400,excluded,False,129.61048492694107,-72.86,77.38,2572.0,CHINARE,2019-12-14T00:00:00,2021-07-10T21:00:00,1.5742642026009583,4600,4600,1.0,0.8378260869565217,0.9958695652173913,0.9893478260869565,0.9976086956521739,0.955163043478261,0.8378260869565217,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Panda400_3h.csv,
Marlene,marlene,excluded,False,129.42334765679223,-83.65,-167.42,83.0,AMRC,2011-01-01T00:00:00,2014-11-30T21:00:00,3.915126625598905,11440,11440,1.0,0.825,0.9704545454545455,0.8728146853146853,0.9704545454545455,0.9096809440559441,0.825,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Marlene_3h.csv,
Schwerdtfeger,schwerdtfeger,excluded,False,129.39289810566822,-79.82,170.36,54.0,AMRC,1985-01-01T00:00:00,2021-12-31T21:00:00,36.99931553730322,108112,108112,1.0,0.6597324996300133,0.8672117803759065,0.7902268018351339,0.1988123427556608,0.6289958561491787,0.1988123427556608,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Schwerdtfeger_3h.csv,
AmeryG3,ameryg3,excluded,False,129.3627494920521,-70.89,69.87,84.0,AAD,1999-02-04T00:00:00,2021-12-31T21:00:00,22.90759753593429,66936,66936,1.0,0.5361838173777937,0.8907015656746743,0.3399964144854787,0.871444364766344,0.6595815405760727,0.3399964144854787,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/AmeryG3_3h.csv,
Dome_A,dome_a,excluded,False,129.09035538954416,-80.37,77.37,4093.0,CHINARE/AAD,2005-01-17T00:00:00,2021-12-31T21:00:00,16.955509924709105,49544,49544,1.0,0.6459510737929921,0.7218028419182948,0.47818101081866626,0.9152874212820927,0.6903055869530115,0.47818101081866626,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Dome_A_3h.csv,
Mary,mary,excluded,False,128.95481341161272,-79.31,162.99,58.0,AMRC,2005-02-01T00:00:00,2012-01-31T21:00:00,6.997946611909651,20448,20448,1.0,0.7369424882629108,0.9614143192488263,0.8000782472613458,0.9629792644757433,0.8653535798122065,0.7369424882629108,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mary_3h.csv,
Pegasus North,pegasus_north,excluded,False,128.76882272416154,-77.95,166.5,8.0,AMRC,1990-01-01T00:00:00,2017-12-31T21:00:00,28.0,81816,81816,1.0,0.6243522049476875,0.6378703432091523,0.5939058374889997,0.6702723183729344,0.6316001760046935,0.5939058374889997,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Pegasus North_3h.csv,
Gomez,gomez,excluded,False,128.65274224817318,-74.0,-70.61,1400.0,BAS,2005-01-31T00:00:00,2006-07-21T21:00:00,1.4702258726899384,4296,4296,1.0,0.8731378026070763,0.9969739292364991,0.8922253258845437,0.9930167597765364,0.9388384543761639,0.8731378026070763,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Gomez_3h.csv,
Lettau,lettau,excluded,False,127.79892957639365,-82.48,-174.59,38.0,AMRC,1986-01-01T00:00:00,2021-12-31T21:00:00,36.0,105192,105192,1.0,0.6262263289984029,0.789632291429006,0.6379667655335006,0.4319054680964332,0.6214327135143357,0.4319054680964332,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Lettau_3h.csv,
Mount Bruce,mount_bruce,excluded,False,127.42579207752496,-70.6,162.52,1513.0,POLENET,2015-01-01T00:00:00,2021-12-31T21:00:00,7.000684462696783,20456,20456,1.0,0.8815995307000392,0.9650469299960892,0.4434395776300352,0.9652913570590536,0.8138443488463043,0.4434395776300352,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mount Bruce_3h.csv,
Janet,janet,excluded,False,127.00976862673751,-77.18,-123.39,2085.0,AMRC,2011-01-01T00:00:00,2021-12-31T21:00:00,11.000684462696784,32144,32144,1.0,0.6661274265803883,0.8959681433549029,0.6761137381781981,0.8959992533598805,0.7835521403683424,0.6661274265803883,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Janet_3h.csv,
King Edwaed Pt,king_edwaed_pt,excluded,False,126.80466769104264,-54.3,-36.51,346.0,POLENET,2013-02-09T00:00:00,2021-12-31T21:00:00,8.892539356605065,25984,25984,1.0,0.7813654556650246,0.8864301108374384,0.6248845443349754,0.8867379926108374,0.794854525862069,0.6248845443349754,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/King Edwaed Pt_3h.csv,
Whichaway_Nunata,whichaway_nunata,excluded,False,126.53949478335295,-81.58,-28.4,1196.0,POLENET,2014-01-17T00:00:00,2019-12-12T21:00:00,5.90280629705681,17248,17248,1.0,0.8929730983302412,0.9155844155844156,0.5722402597402597,0.9155844155844156,0.824095547309833,0.5722402597402597,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Whichaway_Nunata_3h.csv,
Panda300,panda300,excluded,False,126.37557528733176,-72.0,77.95,2344.0,CHINARE,2019-12-13T00:00:00,2021-07-10T21:00:00,1.5770020533880904,4608,4608,1.0,0.8111979166666666,0.9730902777777778,0.9594184027777778,0.9739583333333334,0.929416232638889,0.8111979166666666,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Panda300_3h.csv,
Kirkwood Island,kirkwood_island,excluded,False,126.29676016709621,-68.34,-69.01,30.0,AMRC,2001-05-01T00:00:00,2004-03-31T21:00:00,2.91854893908282,8528,8528,1.0,0.8849671669793621,0.9255393996247655,0.7726313320825516,0.950281425891182,0.8833548311444652,0.7726313320825516,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Kirkwood Island_3h.csv,
aws17,aws17,excluded,False,125.83914273754755,-65.93,-61.85,50.0,IMAU,2011-01-01T00:00:00,2016-03-10T21:00:00,5.190965092402464,15168,15168,1.0,0.7753164556962026,0.9668380801687764,0.8510680379746836,0.8497494725738397,0.8607430116033755,0.7753164556962026,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/aws17_3h.csv,
AWS19,aws19,excluded,False,125.45105421074622,-70.95,26.27,50.0,IMAU,2014-12-10T00:00:00,2016-02-03T21:00:00,1.1526351813826146,3368,3368,1.0,0.8286817102137767,0.9973277909738717,0.8752969121140143,0.9958432304038005,0.9242874109263657,0.8286817102137767,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/AWS19_3h.csv,
AWS18,aws18,excluded,False,125.32876918254684,-66.4,-63.37,70.0,IMAU,2014-11-25T00:00:00,2018-12-31T21:00:00,4.101300479123887,11984,11984,1.0,0.7002670226969292,0.9993324432576769,0.8936081441922563,0.9915720961281709,0.8961949265687583,0.7002670226969292,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/AWS18_3h.csv,
South Georgia 3,south_georgia_3,excluded,False,124.12566659727032,-54.49,-37.04,53.0,POLENET,2014-10-13T00:00:00,2019-04-26T21:00:00,4.5366187542778915,13256,13256,1.0,0.7744417622208811,0.8848823174411587,0.9014031382015691,0.8669281834640917,0.8569138503319251,0.7744417622208811,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/South Georgia 3_3h.csv,
Whitmore Mountains,whitmore_mountains,excluded,False,124.05441435943811,-82.68,-104.39,2374.0,POLENET,2010-01-20T00:00:00,2019-12-22T21:00:00,9.921971252566735,28992,28992,1.0,0.8420253863134658,0.9069053532008831,0.27052290286975716,0.9069398454746137,0.73159837196468,0.27052290286975716,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Whitmore Mountains_3h.csv,
Franklin Island,franklin_island,excluded,False,123.91261948474317,-76.14,168.42,181.0,POLENET,2011-01-28T00:00:00,2015-02-08T21:00:00,4.032854209445585,11784,11784,1.0,0.9392396469789546,0.9869314324507807,0.38153428377460963,0.9869314324507807,0.8236591989137815,0.38153428377460963,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Franklin Island_3h.csv,
Baldrick,baldrick,excluded,False,123.7783049215732,-82.77,-13.05,1968.0,AMRC,2008-01-01T00:00:00,2021-12-31T21:00:00,14.001368925393566,40912,40912,1.0,0.3831638639030113,0.9018380915134924,0.8462798201016817,0.9165770434102464,0.7619647047321079,0.3831638639030113,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Baldrick_3h.csv,
Fossil Bluff,fossil_bluff,excluded,False,123.76665409943419,-71.33,-68.28,63.0,AMRC,2008-11-01T00:00:00,2011-12-31T21:00:00,3.164955509924709,9248,9248,1.0,0.7844939446366782,0.9874567474048442,0.7592993079584776,0.9817257785467128,0.8782439446366782,0.7592993079584776,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Fossil Bluff_3h.csv,
Penguin,penguin,excluded,False,123.48751550868487,-74.33,165.13,30.0,PNRA,1999-11-26T00:00:00,2021-12-19T21:00:00,22.067077344284737,64480,64480,1.0,0.6425403225806452,0.7055366004962779,0.49379652605459057,0.45508684863523574,0.5742400744416873,0.45508684863523574,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Penguin_3h.csv,
Clarke Mountains,clarke_mountains,excluded,False,123.08103294093931,-77.34,-141.87,1025.0,POLENET,2010-01-04T00:00:00,2021-12-31T21:00:00,11.991786447638603,35040,35040,1.0,0.6986586757990868,0.7872716894977169,0.5922659817351598,0.7870433789954338,0.7163099315068493,0.5922659817351598,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Clarke Mountains_3h.csv,
Dome C II,dome_c_ii,excluded,False,122.94913675482788,-75.11,123.35,3250.0,AMRC,1995-12-01T00:00:00,2021-12-31T21:00:00,26.086242299794662,76224,76224,1.0,0.5482787573467675,0.9228327036104114,0.8985752518891688,0.0,0.5924216782115869,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Dome C II_3h.csv,
Virginia,virginia,excluded,False,121.54824261897745,-74.95,163.69,20.0,PNRA,2016-01-23T00:00:00,2021-12-14T21:00:00,5.894592744695414,17224,17224,1.0,0.9138411518810962,0.9756734788666976,0.24831630283325593,0.9386901997213191,0.7691302833255922,0.24831630283325593,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Virginia_3h.csv,
South Georgia 1,south_georgia_1,excluded,False,121.43015604370402,-54.87,-36.04,85.0,POLENET,2014-10-05T00:00:00,2017-05-04T21:00:00,2.5817932922655715,7544,7544,1.0,0.8486214209968187,0.9514846235418876,0.653101802757158,0.9488335100742312,0.850510339342524,0.653101802757158,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/South Georgia 1_3h.csv,
Traverse Mountains,traverse_mountains,excluded,False,121.35169444311795,-69.99,-67.55,1064.0,POLENET,2009-12-22T00:00:00,2010-07-24T21:00:00,0.5886379192334018,1720,1720,1.0,0.9063953488372093,0.9883720930232558,0.6174418604651163,0.9883720930232558,0.8751453488372093,0.6174418604651163,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Traverse Mountains_3h.csv,
Byrd,byrd,excluded,False,121.1877077765465,-80.01,-119.44,1539.0,AMRC,1980-01-01T00:00:00,2021-12-31T21:00:00,42.001368925393564,122728,122728,1.0,0.6211133563652956,0.7877582947656606,0.5804706342480933,0.23705266931751515,0.5565987386741411,0.23705266931751515,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Byrd_3h.csv,
Spring Point,spring_point,excluded,False,121.14395463686394,-64.29,-61.05,15.0,POLENET,2013-03-22T00:00:00,2017-08-22T21:00:00,4.421629021218344,12920,12920,1.0,0.7987616099071208,0.9236068111455108,0.6469040247678018,0.9239938080495356,0.8233165634674923,0.6469040247678018,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Spring Point_3h.csv,
Sofiab,sofiab,excluded,False,120.95435827988447,-75.61,158.59,1552.0,PNRA,2002-01-01T00:00:00,2021-11-08T21:00:00,19.854893908281998,58016,58016,1.0,0.6458218422504137,0.7094594594594594,0.14597697186982903,0.7027027027027027,0.5509902440706013,0.14597697186982903,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Sofiab_3h.csv,
Gomez Nunatak,gomez_nunatak,excluded,False,120.74172574459216,-73.88,-68.54,1420.0,POLENET,2010-01-08T00:00:00,2010-12-31T21:00:00,0.9801505817932923,2864,2864,1.0,0.9099162011173184,0.9860335195530726,0.5590083798882681,0.9863826815642458,0.8603351955307262,0.5590083798882681,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Gomez Nunatak_3h.csv,
Wormold,wormold,excluded,False,120.31937862548781,-67.47,-68.14,,BAS,2005-01-05T00:00:00,2006-02-27T21:00:00,1.1471594798083504,3352,3352,1.0,0.8511336515513126,0.9964200477326969,0.6697494033412887,0.9525656324582339,0.8674671837708829,0.6697494033412887,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Wormold_3h.csv,
Emilia,emilia,excluded,False,120.30053770956441,-78.43,173.19,52.0,AMRC,2004-02-01T00:00:00,2021-12-31T21:00:00,17.916495550992472,52352,52352,1.0,0.6261269865525673,0.2743161674816626,0.648838630806846,0.8032930929095354,0.5881437194376529,0.2743161674816626,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Emilia_3h.csv,
Pirrot Hills,pirrot_hills,excluded,False,119.99557453260707,-81.1,-85.14,1263.0,POLENET,2013-12-30T00:00:00,2019-12-26T21:00:00,5.990417522245037,17504,17504,1.0,0.8023880255941499,0.8499771480804388,0.6158592321755028,0.8499771480804388,0.7795503884826325,0.6158592321755028,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Pirrot Hills_3h.csv,
Whitlock,whitlock,excluded,False,119.63188740588637,-76.14,168.39,262.0,AMRC,1982-01-01T00:00:00,2021-12-31T21:00:00,40.0,116880,116880,1.0,0.6404688569472964,0.6526180698151951,0.4285335386721424,0.42318617385352497,0.5362016598220396,0.42318617385352497,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Whitlock_3h.csv,
Linda,linda,excluded,False,119.54594630398303,-78.38,168.46,41.0,AMRC,1991-01-01T00:00:00,2021-12-31T21:00:00,31.000684462696782,90584,90584,1.0,0.5885918042921487,0.44198754746975183,0.5116687273690718,0.6509979687362006,0.5483115119667932,0.44198754746975183,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Linda_3h.csv,
Larsen Ice Shelf,larsen_ice_shelf,excluded,False,119.3706675708258,-67.01,-61.55,17.0,AMRC,1985-10-01T00:00:00,2012-12-31T21:00:00,27.252566735112936,79632,79632,1.0,0.5546011653606591,0.8652551737994776,0.5965315451074945,0.20383765320474181,0.5550563843680932,0.20383765320474181,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Larsen Ice Shelf_3h.csv,
Cape Framnes,cape_framnes,excluded,False,119.23673379848375,-66.01,-60.56,100.0,POLENET,2010-02-18T00:00:00,2021-12-31T21:00:00,11.868583162217659,34680,34680,1.0,0.6771626297577855,0.7693483275663207,0.5269319492502883,0.7693771626297577,0.6857050173010381,0.5269319492502883,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Cape Framnes_3h.csv,
South Georgia 2,south_georgia_2,excluded,False,119.10514051616539,-54.0,-38.05,205.0,POLENET,2014-10-08T00:00:00,2014-12-31T21:00:00,0.2327173169062286,680,680,1.0,0.9735294117647059,0.9882352941176471,0.42058823529411765,0.9897058823529412,0.8430147058823529,0.42058823529411765,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/South Georgia 2_3h.csv,
Cordiner Peak,cordiner_peak,excluded,False,119.10059233524005,-82.86,-53.2,963.0,POLENET,2010-01-14T00:00:00,2014-08-20T21:00:00,4.59958932238193,13440,13440,1.0,0.7868303571428571,0.859077380952381,0.7042410714285714,0.859077380952381,0.8023065476190476,0.7042410714285714,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Cordiner Peak_3h.csv,
Herbie Alley,herbie_alley,excluded,False,118.8988857883624,-78.1,166.67,30.0,AMRC,1999-01-01T00:00:00,2004-02-29T21:00:00,5.163586584531143,15088,15088,1.0,0.6891569459172853,0.8543875927889714,0.7548382820784729,0.9553287380699894,0.8134278897136797,0.6891569459172853,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Herbie Alley_3h.csv,
Bumstead Nunatak,bumstead_nunatak,excluded,False,118.6130804110208,-85.96,174.5,2649.0,POLENET,2014-01-28T00:00:00,2019-12-21T21:00:00,5.897330595482546,17232,17232,1.0,0.9236304549675023,0.9517177344475395,0.12204038997214485,0.9517177344475395,0.7372765784586816,0.12204038997214485,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Bumstead Nunatak_3h.csv,
Elizabeth,elizabeth,excluded,False,118.45222374815128,-82.61,-137.08,523.0,AMRC,1996-02-01T00:00:00,2021-12-31T21:00:00,25.916495550992472,75728,75728,1.0,0.5075401436720895,0.6128248468201986,0.497491020494401,0.6126927952672724,0.5576372015634904,0.497491020494401,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Elizabeth_3h.csv,
Lepley Nunatak,lepley_nunatak,excluded,False,117.8884799530523,-73.11,-90.3,159.0,POLENET,2011-12-14T00:00:00,2020-02-09T21:00:00,8.158795345653662,23840,23840,1.0,0.8083053691275168,0.8474832214765101,0.3513842281879195,0.8473573825503355,0.7136325503355705,0.3513842281879195,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Lepley Nunatak_3h.csv,
Maria,maria,excluded,False,117.88278665931642,-74.63,164.01,355.0,PNRA,1997-01-01T00:00:00,2021-10-31T21:00:00,24.83230663928816,72560,72560,1.0,0.6521637265711135,0.6365766262403528,0.23945700110253584,0.5349503858875413,0.5157869349503859,0.23945700110253584,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Maria_3h.csv,
Kunlun,kunlun,excluded,False,117.27477982493212,-80.43,77.12,4093.0,CHINARE,2017-01-06T00:00:00,2021-07-10T21:00:00,4.509240246406571,13176,13176,1.0,0.7013509411050395,0.9694899817850637,0.5863691560412871,0.9716909532483303,0.8072252580449301,0.5863691560412871,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Kunlun_3h.csv,
Hutton Mountains,hutton_mountains,excluded,False,117.24239385162117,-74.08,-61.73,951.0,POLENET,2010-01-05T00:00:00,2010-06-04T21:00:00,0.4134154688569473,1208,1208,1.0,0.8501655629139073,0.9817880794701986,0.5927152317880795,0.9817880794701986,0.851614238410596,0.5927152317880795,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Hutton Mountains_3h.csv,
aws16,aws16,excluded,False,116.706279945243,-71.95,23.33,1300.0,IMAU,2009-01-01T00:00:00,2016-12-31T21:00:00,8.0,23376,23376,1.0,0.6969113620807666,0.7494866529774127,0.7562029431895961,0.7287388774811773,0.7328349589322383,0.6969113620807666,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/aws16_3h.csv,
Eric,eric,excluded,False,116.54493721112215,-81.49,163.96,46.0,AMRC,2005-01-01T00:00:00,2014-09-30T21:00:00,9.74674880219028,28480,28480,1.0,0.5894311797752809,0.7438202247191011,0.7487710674157303,0.8106039325842697,0.7231566011235956,0.5894311797752809,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Eric_3h.csv,
Eagle,eagle,excluded,False,116.40953389950121,-76.42,77.02,2825.0,CHINARE/AAD,2005-01-27T00:00:00,2021-12-31T21:00:00,16.928131416837783,49464,49464,1.0,0.42143781335921077,0.9409671680414039,0.1812227074235808,0.93706534044962,0.6201732573184539,0.1812227074235808,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Eagle_3h.csv,
Mizuho,mizuho,excluded,False,116.33478807008504,-70.7,44.29,2260.0,AMRC,2000-10-01T00:00:00,2021-12-31T21:00:00,21.251197809719372,62096,62096,1.0,0.4061453233702654,0.9674214120072147,0.8736794640556558,0.0,0.561811549858284,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Mizuho_3h.csv,
Lindsay,lindsay,excluded,False,116.22456469209548,-89.0,-89.85,2940.0,AMRC,1993-01-01T00:00:00,1994-01-31T21:00:00,1.0841889117043122,3168,3168,1.0,0.7765151515151515,0.8876262626262627,0.8257575757575758,0.8958333333333334,0.8464330808080809,0.7765151515151515,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Lindsay_3h.csv,
Zoraida,zoraida,excluded,False,115.42041614272242,-74.16,162.74,880.0,PNRA,1987-01-01T00:00:00,2021-11-01T21:00:00,34.836413415468854,101792,101792,1.0,0.7340557214712354,0.46650031436655137,0.18788313423451744,0.4943217541653568,0.47069023105941526,0.18788313423451744,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Zoraida_3h.csv,
Evans Knoll,evans_knoll,excluded,False,115.3544741446708,-74.85,-100.4,178.0,AMRC,2011-01-01T00:00:00,2019-01-31T21:00:00,8.084873374401095,23624,23624,1.0,0.7279461564510668,0.7300626481544192,0.5340755164239757,0.847358618354216,0.7098607348459194,0.5340755164239757,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Evans Knoll_3h.csv,
Modesta,modesta,excluded,False,115.24696950762309,-74.64,160.65,1924.0,PNRA,1989-01-01T00:00:00,2021-11-11T21:00:00,32.86242299794661,96024,96024,1.0,0.42898650337415645,0.8192118637007415,0.39313088394568024,0.5395630259101891,0.5452230692326918,0.39313088394568024,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Modesta_3h.csv,
Elaine,elaine,excluded,False,115.15403238453698,-83.07,174.24,59.0,AMRC,1986-01-01T00:00:00,2020-11-30T21:00:00,34.91581108829569,102024,102024,1.0,0.5477044616952874,0.37790127813063595,0.4490512036383596,0.6837998902219086,0.5146142084215479,0.37790127813063595,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Elaine_3h.csv,
Rambo Nunatak,rambo_nunatak,excluded,False,115.04343360664767,-83.87,-66.39,784.0,POLENET,2014-01-06T00:00:00,2019-12-26T21:00:00,5.971252566735113,17448,17448,1.0,0.7708046767537826,0.7927556166895919,0.5969165520403484,0.7927556166895919,0.7383081155433288,0.5969165520403484,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Rambo Nunatak_3h.csv,
Possession Island,possession_island,excluded,False,114.95928645392074,-71.89,171.21,30.0,AMRC,1992-12-01T00:00:00,2021-12-31T21:00:00,29.084188911704313,84984,84984,1.0,0.8526663842605667,0.8930386896356961,0.0,0.0,0.43642626847406574,0.0,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Possession Island_3h.csv,
Ferrigno,ferrigno,excluded,False,114.84734448109873,-74.57,-86.91,1385.0,BAS,2009-12-20T00:00:00,2010-12-20T21:00:00,1.002053388090349,2928,2928,1.0,0.8415300546448088,0.9976092896174863,0.4364754098360656,0.9965846994535519,0.8180498633879781,0.4364754098360656,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Ferrigno_3h.csv,
aws14,aws14,excluded,False,114.54753641630757,-67.02,-61.5,50.0,IMAU,2009-01-01T00:00:00,2015-12-31T21:00:00,6.997946611909651,20448,20448,1.0,0.659966744913928,0.8513791079812206,0.7856025039123631,0.6651506259780907,0.7405247456964007,0.659966744913928,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/aws14_3h.csv,
Flask Glacier,flask_glacier,excluded,False,114.51017958473673,-65.75,-62.88,591.0,POLENET,2010-02-06T00:00:00,2014-07-12T21:00:00,4.42984257357974,12944,12944,1.0,0.6912855377008653,0.918340543881335,0.6066131025957973,0.9184950556242274,0.7836835599505563,0.6066131025957973,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Flask Glacier_3h.csv,
Martha II,martha_ii,excluded,False,114.42347486577492,-78.38,-173.42,18.0,AMRC,1987-01-01T00:00:00,1992-02-29T21:00:00,5.163586584531143,15088,15088,1.0,0.7182529162248145,0.9606972428419936,0.5982900318133616,0.7683589607635207,0.7613997879109227,0.5982900318133616,/home/horeb/_code/microclimate_demo/data/AntAWS/3_hourly/Martha II_3h.csv,
