run_name,pattern,rate,seed,model,variable,status,alpha,target_coverage,qhat,interval_width,test_coverage,test_mae,n_val,n_test
itransformer_era5_long_r40_s42,long,0.4,42,itransformer_era5,T,ok,0.1,0.9,0.3523593842983246,0.7047187685966492,0.9584521651268005,0.12717805802822113,4937,4910
itransformer_era5_long_r40_s42,long,0.4,42,itransformer_era5,RH,ok,0.1,0.9,1.0772490501403809,2.1544981002807617,0.9033122062683105,0.5374977588653564,4227,4106
itransformer_era5_long_r40_s42,long,0.4,42,itransformer_era5,wspd,ok,0.1,0.9,0.44787895679473877,0.8957579135894775,0.9070904850959778,0.23844537138938904,2150,2045
itransformer_era5_long_r40_s42,long,0.4,42,itransformer_era5,P,ok,0.1,0.9,0.10049420595169067,0.20098841190338135,0.883436918258667,0.05307713896036148,4889,4667
itransformer_era5_long_r40_s42,long,0.4,42,itransformer_era5,q,ok,0.1,0.9,0.6727681159973145,1.345536231994629,0.914898157119751,0.27338168025016785,4981,4712
itransformer_era5_long_r40_s42,long,0.4,42,itransformer_era5,all,ok,0.1,0.9,0.6498518586158752,1.2997037172317505,0.9054794311523438,0.23752039670944214,21184,20440
