mode,mae_mean,mae_std,rmse_mean,rmse_std,n
station_month_bias,0.2698533457738382,0.000599470409980228,0.39172236455811393,0.0011720285174032351,27
endpoint_anchor,0.2999725601187459,0.03528090116826732,0.4550058841705322,0.04895605447628948,27
